atm_count,restaurant_count,pub_count,shop_count,bus_stop_count,train_station_count,subway_station_count,park_count,burglary_density_per_km2
1.0,3.0,2.0,6.0,1.0,0.0,0.0,0.0,357.1481056051451
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,355.1896525724613
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,286.0028003229064
0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,368.7754745678507
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.3845856877637
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.62008541974905
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,340.27990224002326
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.83020313381695
